_id/$oid	name	longitude	latitude	airbnbscore	trafficconvinence	surroundingrestaurantscore	safetyscore	overallscore	url	crime
5900522fec490a0264a2c856	Clean Apartment in Boston	-71.11270173	42.32038119	0.951578947	0.452736318	0.777341763	0.879003559	0.765165147	https://www.airbnb.com/rooms/4975581	34
5900522fec490a0264a2c857	Stay in Boston's top neighborhood	-71.10705882	42.32327561	0.854736842	0.542288557	0.741254493	0.857651246	0.748982784	https://www.airbnb.com/rooms/4767023	40
5900522fec490a0264a2c858	Bright room with queen sized bed	-71.09821201	42.31362383	0.928421053	0.63681592	0.655426384	0.75088968	0.742888259	https://www.airbnb.com/rooms/6364042	70
5900522fec490a0264a2c859	Spacious home in Jamaica Plain	-71.11411533	42.32157794	0.886315789	0.427860697	0.77723099	0.903914591	0.748830517	https://www.airbnb.com/rooms/7986179	27
5900522fec490a0264a2c85a	"3rd floor condo, 2 bedrooms, 2 decks"	-71.11561972	42.32267989	0	0.378109453	0.789270773	0.918149466	0.521382423	https://www.airbnb.com/rooms/14109003	23
5900522fec490a0264a2c85b	4 bedroom Victorian Condo unit	-71.11215759	42.32051086	0.932631579	0.47761194	0.775584409	0.857651246	0.760869793	https://www.airbnb.com/rooms/1109224	40
5900522fec490a0264a2c85c	Lovely bedroom/use of whole apt.	-71.1190246	42.30633269	0.936842105	0.184079602	0.842948662	0.946619217	0.727622397	https://www.airbnb.com/rooms/1067184	15
5900522fec490a0264a2c85d	The Blue Grotto	-71.11072692	42.30992056	0	0.298507463	0.823457184	0.868327402	0.497573012	https://www.airbnb.com/rooms/13215952	37
5900522fec490a0264a2c85e	A suburban feel in the city	-71.13463037	42.30757426	0.951578947	0.07960199	0.953840447	0.992882562	0.744475987	https://www.airbnb.com/rooms/777903	2
5900522fec490a0264a2c85f	Stay in Boston's best neighborhood!	-71.10962021	42.30997683	1	0.313432836	0.823457184	0.90747331	0.761090832	https://www.airbnb.com/rooms/1301500	26
5900522fec490a0264a2c860	"Elegant studio,kitchn, soaking tub"	-71.11254191	42.3090739	0.892631579	0.248756219	0.831015349	0.868327402	0.710182637	https://www.airbnb.com/rooms/8923817	37
5900522fec490a0264a2c861	Priv apt w/2 Beds 1 bath close to Medical/Downtown	-71.11381933	42.31357234	0.884210526	0.308457711	0.827185588	0.868327402	0.722045307	https://www.airbnb.com/rooms/14057466	37
5900522fec490a0264a2c862	Woodland Sanctuary next to Orange Line T	-71.1111878	42.29644508	0	0.243781095	0.831600225	0.911032028	0.496603337	https://www.airbnb.com/rooms/14909417	25
5900522fec490a0264a2c863	"Cozy bedroom near train, bus, parks"	-71.1011646	42.31169374	0.928421053	0.52238806	0.695517644	0.836298932	0.745656422	https://www.airbnb.com/rooms/5521378	46
5900522fec490a0264a2c864	Quiet & Sunny Room Near Subway	-71.11235604	42.29985744	0.974736842	0.228855721	0.814164703	0.90747331	0.731307644	https://www.airbnb.com/rooms/13041602	26
5900522fec490a0264a2c865	Lovely one bedroom Apt	-71.10550531	42.31842255	0.917894737	0.512437811	0.756964236	0.836298932	0.755898929	https://www.airbnb.com/rooms/2621242	46
5900522fec490a0264a2c866	Spacious Apartment in Jamaica Plain	-71.10926319	42.31185272	0.873684211	0.328358209	0.813428659	0.903914591	0.729846417	https://www.airbnb.com/rooms/950046	27
5900522fec490a0264a2c867	Pondside Paradise with Piano	-71.11485899	42.31737019	0.981052632	0.343283582	0.817797078	0.882562278	0.756173892	https://www.airbnb.com/rooms/3342094	33
5900522fec490a0264a2c868	"Convenient, Sunny 3b/2bth w/Parking"	-71.11662413	42.30704885	0.871578947	0.15920398	0.843774733	0.903914591	0.694618063	https://www.airbnb.com/rooms/5652147	27
5900522fec490a0264a2c869	Tranquil Treetop Loft	-71.11141973	42.30906285	1	0.273631841	0.831015349	0.857651246	0.740574609	https://www.airbnb.com/rooms/14105971	40
5900522fec490a0264a2c86a	"Historic Carriage House, a peaceful city oasis"	-71.11935092	42.30883694	0.993684211	0.154228856	0.865553181	0.96797153	0.745359444	https://www.airbnb.com/rooms/2875267	9
5900522fec490a0264a2c86b	"Large, sunny, cozy home w/character"	-71.10501594	42.31923483	0.974736842	0.55721393	0.74632596	0.829181495	0.776864557	https://www.airbnb.com/rooms/9485607	48
5900522fec490a0264a2c86c	Boston 2 bedroom top floor condo w/balcony!	-71.11516054	42.30606394	0.873684211	0.179104478	0.843774733	0.886120996	0.695671104	https://www.airbnb.com/rooms/7273770	32
5900522fec490a0264a2c86d	Charming 2BD Across from Arboretum	-71.11848461	42.3039816	0.886315789	0.213930348	0.837846666	0.914590747	0.713170888	https://www.airbnb.com/rooms/5405928	24
5900522fec490a0264a2c86e	"Hidden Gem in Jamaica Plain, Boston"	-71.11295481	42.31482748	0.993684211	0.338308458	0.820355822	0.868327402	0.755168973	https://www.airbnb.com/rooms/4586681	37
5900522fec490a0264a2c86f	JP Whole awesome apartment	-71.10627116	42.30484333	0.962105263	0.28358209	0.827168119	0.93594306	0.752199633	https://www.airbnb.com/rooms/1113272	18
5900522fec490a0264a2c870	Private Room in Urban DIY House	-71.11089129	42.31337133	0.947368421	0.338308458	0.818072757	0.87544484	0.744798619	https://www.airbnb.com/rooms/12647606	35
5900522fec490a0264a2c871	Cozy room in Jamaica Plain	-71.10670813	42.32357026	0.863157895	0.577114428	0.746708352	0.861209964	0.76204766	https://www.airbnb.com/rooms/10271867	39
5900522fec490a0264a2c872	"Sunny, Cozy and Convenient JP Home!"	-71.11530146	42.29559334	1	0.338308458	0.83902004	0.928825623	0.77653853	https://www.airbnb.com/rooms/7879708	20
5900522fec490a0264a2c873	Vintage Apt With 3 Large Bedrooms	-71.1087173	42.30433801	0.835789474	0.218905473	0.835316991	0.939501779	0.707378429	https://www.airbnb.com/rooms/3881993	17
5900522fec490a0264a2c874	Large and Cozy Boston Bedroom	-71.10967689	42.30443377	0.873684211	0.218905473	0.837392371	0.953736655	0.720929677	https://www.airbnb.com/rooms/12566065	13
5900522fec490a0264a2c875	Private Apartment!	-71.10851427	42.32309569	0.915789474	0.537313433	0.746493336	0.882562278	0.77053963	https://www.airbnb.com/rooms/6602217	33
5900522fec490a0264a2c876	Sunny apartment in Boston hosts 6	-71.10529986	42.31147167	0.903157895	0.388059701	0.804658404	0.882562278	0.74460957	https://www.airbnb.com/rooms/3276286	33
5900522fec490a0264a2c877	One Private Bedroom in J.P.	-71.10582363	42.30711034	0.922105263	0.298507463	0.81898172	0.925266904	0.741215337	https://www.airbnb.com/rooms/2014651	21
5900522fec490a0264a2c878	3+ bedroom house - center of JP	-71.11457927	42.30983485	0.947368421	0.228855721	0.834274829	0.861209964	0.717927234	https://www.airbnb.com/rooms/6053700	39
5900522fec490a0264a2c879	Luxury Apt near Restaurants&Pond&T	-71.11267006	42.31807257	0.993684211	0.417910448	0.795461292	0.879003559	0.771514877	https://www.airbnb.com/rooms/4405982	34
5900522fec490a0264a2c87a	Designers Haven: II - whole apt!!!	-71.10820204	42.32394222	0.976842105	0.552238806	0.751974005	0.871886121	0.788235259	https://www.airbnb.com/rooms/250983	36
5900522fec490a0264a2c87b	Spacious 2BD w/ Balconies & Parking	-71.11253859	42.30904986	0.987368421	0.248756219	0.831015349	0.868327402	0.733866848	https://www.airbnb.com/rooms/2308630	37
5900522fec490a0264a2c87c	"""The Sheridan"" JP, Boston"	-71.10784416	42.32004367	0.947368421	0.487562189	0.754974503	0.893238434	0.770785887	https://www.airbnb.com/rooms/8272350	30
5900522fec490a0264a2c87d	Sumnerhill.com	-71.11051776	42.30871721	0	0.278606965	0.830837272	0.871886121	0.495332589	https://www.airbnb.com/rooms/12368012	36
5900522fec490a0264a2c87e	Fully Renovated Room in JP	-71.10735817	42.30508831	0.837894737	0.268656716	0.835316991	0.925266904	0.716783837	https://www.airbnb.com/rooms/4098410	21
5900522fec490a0264a2c87f	Restful space with morning light	-71.10929999	42.30794791	0.974736842	0.28358209	0.827816506	0.918149466	0.751071226	https://www.airbnb.com/rooms/6322283	23
